EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Fuel 1996,Fuel 2006,C pool,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
424294,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Direct N?O emission factor (EF?) from mustard cultivated during Rabi cropping season,"Fertilization at the rate of 120, 26 and 50 kg/ha NPK",,Asia; Indo-Gangetic Plains (North-West India); Subtropical and semi-arid climate,,Nitrogen (N) was applied as urea in three splits (50% basal +25% each as two top dressings),0.48,% of fertilized N,"Equation 11.2 in Vol. 4, Ch. 11, p. 11.10 of the 2006 IPCC Guidelines",,,Peer-reviewed journal,"Amit Garg, India"
424295,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Direct N?O emission factor (EF?) from soybean cultivated during Kharif cropping season,"Fertilization at the rate of 120, 26 and 50 kg/ha NPK",,Asia; Indo-Gangetic Plains (North-West India); Subtropical and semi-arid climate,,Nitrogen (N) was applied as urea in three splits (50% basal +25% each as two top dressings),0.42,% of fertilized N,"Equation 11.2 in Vol. 4, Ch. 11, p. 11.10 of the 2006 IPCC Guidelines",,,Peer-reviewed journal,"Amit Garg, India"
424296,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Direct N?O emission factor (EF?) from groundnut cultivated during Kharif cropping season,"Fertilization at the rate of 120, 26 and 50 kg/ha NPK",,Asia; Indo-Gangetic Plains (North-West India); Subtropical and semi-arid climate,,Nitrogen (N) was applied as urea in three splits (50% basal +25% each as two top dressings),0.41,% of fertilized N,"Equation 11.2 in Vol. 4, Ch. 11, p. 11.10 of the 2006 IPCC Guidelines",,,Peer-reviewed journal,"Amit Garg, India"
424297,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Direct N?O emission factor (EF?) from chickpea cultivated during Rabi cropping season,"Fertilization at the rate of 120, 26 and 50 kg/ha NPK",,Asia; Indo-Gangetic Plains (North-West India); Subtropical and semi-arid climate,,Entire N was applied as basal,0.6,% of fertilized N,"Equation 11.2 in Vol. 4, Ch. 11, p. 11.10 of the 2006 IPCC Guidelines",,,Peer-reviewed journal,"Amit Garg, India"
424298,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Direct N?O emission factor (EF?) from pigeon pea cultivated during Kharif cropping season,"Fertilization at the rate of 120, 26 and 50 kg/ha NPK",,Asia; Indo-Gangetic Plains (North-West India); Subtropical and semi-arid climate,,Nitrogen (N) was applied as urea in three splits (50% basal +25% each as two top dressings),0.36,% of fertilized N,"Equation 11.2 in Vol. 4, Ch. 11, p. 11.10 of the 2006 IPCC Guidelines",,,Peer-reviewed journal,"Amit Garg, India"
424299,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Direct N?O emission factor (EF?) from green gram cultivated during Kharif cropping season,"Fertilization at the rate of 120, 26 and 50 kg/ha NPK",,Asia; Indo-Gangetic Plains (North-West India); Subtropical and semi-arid climate,,Nitrogen (N) was applied as urea in three splits (50% basal +25% each as two top dressings),0.38,% of fertilized N,"Equation 11.2 in Vol. 4, Ch. 11, p. 11.10 of the 2006 IPCC Guidelines",,,Peer-reviewed journal,"Amit Garg, India"
424300,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor for intermittently flooded rice (multiple aeration, water index based category = mild) with application of inorganic and organic N.",,Alfisols soil type,"India, Anantapur district of Andha Pradesh, Agro-ecological region 3.0",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",0.62,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424301,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor for intermittently flooded rice (multiple aeration, water index based category = mild) with application of organic N.",,Alfisols soil type,"India, Anantapur district of Andha Pradesh, Agro-ecological region 3.0",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",0.10,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424302,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor for intermittently flooded rice (multiple aeration, water index based category = medium) with application of inorganic and organic N.",,,"India, Pudukottai district of Tamil Nadu, Agro-ecological region 8.3",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",2.51,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424303,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor for intermittently flooded rice (multiple aeration, water index based category = mild) with application of inorganic and organic N.",,,"India, Pudukottai district of Tamil Nadu, Agro-ecological region 8.3",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",0.88,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424304,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor forintermittently flooded rice (multiple aeration, water index based category = mild) with application of inorganic and organic N.",,,"India, Pudukottai district of Tamil Nadu, Agro-ecological region 8.3",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",0.02,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424305,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor for intermittently flooded rice (multiple aeration, water index based category = mild) with application of inorganic and organic N.",,,"India, Tirunelveli district of Tamil Nadu, Agro-ecological region 8.1",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",1.39,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424306,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,"Nitrous oxide emission factor for intermittently flooded rice (multiple aeration, water index based category = mild) with application of inorganic and organic N.",,,"India, Tirunelveli district of Tamil Nadu, Agro-ecological region 8.2",,"The equation [1] from study by Kritee et al. 2018 can be used to calculate N?O emissions under other fertilizer use rates and water management regimes (if daily water levels are known). In general, nitrous oxide emissions are inversely related to the total extent of flooding (measured as water index which is cumulative water levels relative to soil level) as well as number of long flooding events.",2.47,kg N2O/ha,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"Kritee Kritee, Drishya Nair, Daniel Zavala-Araiza, Jeremy Proville, Joseph Rudek, Tapan K. Adhya, Terrance Loecke, Tashina Esteves, Shalini Balireddygari, Obulapathi Dava, Karthik Ram, Abhilash S. R., Murugan Madasamy, Ramakrishna V. Dokka, Daniel Anandaraj, D. Athiyaman, Malla Reddy, Richie Ahuja, and Steven P. Hamburg. High nitrous oxide fluxes from rice indicate the need to manage water for both long- and short-term climate impacts. Proceedings of National Academy of Sciences, 2018, 115 (39), 9720-9725.",Peer-reviewed journal,"Dr. K. Kritee, India"
424307,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for N fixing crop (groundnut) under rainfed conditions.,,,"India, Anantapur district in Andhra Pradesh, Agro-ecological region 3.0",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for groundnut provided in Kritee et al (2019),2.43,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424308,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for N fixing crop (groundnut) under rainfed conditions.,,,"India, Anantapur district in Andhra Pradesh, Agro-ecological region 3.0",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for groundnut provided in Kritee et al (2019),1.17,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424309,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for N fixing crop (groundnut) under rainfed conditions.,,,"India, Anantapur district in Andhra Pradesh, Agro-ecological region 3.0",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for groundnut provided in Kritee et al (2019),0.83,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424310,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for N fixing crop (groundnut) under irrigated conditions.,,,"India, Anantapur district in Andhra Pradesh, Agro-ecological region 3.0",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for groundnut provided in Kritee et al (2019),1.89,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424311,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for upland finger-millet crop under rainfed (low rainfall) conditions.,,,"India, Ramanagara district in the state of Karnataka, Agro-ecological region 8.2",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for millets provided in Kritee et al (2019),1.94,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424312,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for upland finger-millet crop under rainfed (low rainfall) conditions.,,,"India, Ramanagara district in the state of Karnataka, Agro-ecological region 8.2",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for millets provided in Kritee et al (2019),0.34,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424313,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for upland finger-millet crop (wet high rainfall conditions),,,"India, Ramanagara district in the state of Karnataka, Agro-ecological region 8.2",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for millets provided in Kritee et al (2019),1.27,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
424314,4D - Agricultural Soils,3.C.4 - Direct N2O Emissions from managed soils,NITROUS OXIDE,,,,Measured,Nitrous oxide emission factor for upland foxtail-millet crop under rainfed (low rainfall) conditions.,,,"India, Anantapur district in Andhra Pradesh, Agro-ecological region 3.0",,Nitrous oxide emissions for other nitrogen use rates can be estimated using our quadratic equation for millets provided in Kritee et al (2019),0.30,,"Volume 4, Chapter 11, Equation 11.2, page 11.10 of the 2006 IPCC Guidelines.",,"K. Kritee, Drishya Nair, Daniel Zavala-Araiza, Malla Reddy, Jeremy Proville and Richie Ahuja (2019). Climate smart farming in India: A pathway to poverty alleviation, food security, and climate adaptation and mitigation. An online report with greenhouse gas flux data from rice and non-rice cropping systems from four agro-ecological regions in India. Published by Environmental Defense Fund, New York, NY.",Other,"Dr. K. Kritee, India"
124920,1B1a2 - Surface Mines,"1.B.1.a.ii - Surface mines
1.B.1.a.ii.1 - Mining",METHANE,,,,Measured,Methane fugitive emissions from surface mining activities,Conventional surface mining in Indian conditions,"Production of coal varied between 400-125,000 tonnes per day at the various mine sites","The studies were carried out in Jharia, East Bokaro, West Bokaro, North Karanpura, South Karanpura, Singarauli, Sohagpur and Korba coalfields, India",None,Active mines conditions,0.74-1.52,m3/tonnes of product,,,"Singh A.K., Singh H., Kispotta J., Mohanty D., Mondal B.K., Singh K.K., Mahto R.K., Singh P.K. (2012). Assessment of Fugitive Emission of Methane from Surface Mining of Coal in India, CSIR-Central Institute of Mining and Fuel Research, Project No. CNP/2778/2010-11.",Other,"Dr. Ajay Kumar Singh, India"
124921,1B1a2 - Surface Mines,"1.B.1.a.ii - Surface mines
1.B.1.a.ii.2 - Post-mining seam gas emissions",METHANE,,,,Measured,Methane fugitive emissions from post-mining activities in surface mining,Conventional surface mining in Indian conditions,"Production of coal varied between 400-125,000 tonnes per day at the various mine sites","The studies were carried out in Jharia, East Bokaro, West Bokaro, North Karanpura, South Karanpura, Singarauli, Sohagpur and Korba coalfields, India",None,Active mines conditions,0.04-1.26,m3/tonnes of product,,,"Singh A.K., Singh H., Kispotta J., Mohanty D., Mondal B.K., Singh K.K., Mahto R.K., Singh P.K. (2012). Assessment of Fugitive Emission of Methane from Surface Mining of Coal in India, CSIR-Central Institute of Mining and Fuel Research, Project No. CNP/2778/2010-11.",Other,"Dr. Ajay Kumar Singh, India"
524990,"5-FL-2 - Land Converted to Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.b.iii - Wetlands converted to Forest Land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Aboveground Biomass Carbon Stock,Planted mangrove,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: 5 years; Soil type/nutrient content: .,"Spatial boundaries:  India, Bhitankanika; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",,,4.8,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525027,"5-FL-2 - Land Converted to Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.b.iii - Wetlands converted to Forest Land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Aboveground Biomass Carbon Stock,Planted mangrove,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: 20 years (regeneration); Soil type/nutrient content: .,"Spatial boundaries: India, Mahanadi; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",,,62.77,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525041,"5-FL-2 - Land Converted to Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.b.iii - Wetlands converted to Forest Land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Belowground Biomass Carbon Stock,Planted mangrove,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: 5 years; Soil type/nutrient content: .,"Spatial boundaries:  India, Bhitankanika; Climate: ;  Ecological zone: ; Temperature: ; Moisture: .",,,2.19,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525078,"5-FL-2 - Land Converted to Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.b.iii - Wetlands converted to Forest Land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Belowground Biomass Carbon Stock,Planted mangrove,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: 20 years (regeneration); Soil type/nutrient content: .,"Spatial boundaries: India, Mahanadi; Climate: ;  Ecological zone: ; Temperature: ; Moisture: .",,,27.86,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525090,"5-FL-2 - Land Converted to Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.b.iii - Wetlands converted to Forest Land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Soil Carbon Stock,Planted mangrove,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: 5 years; Soil type/nutrient content: .,"Spatial boundaries:  India, Bhitankanika; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",,Soil depth: 100,86.79,tonnes C/ha,Equation 4.6 on Page 4.24 in Chapter 4 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525102,"5-FL-2 - Land Converted to Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.b.iii - Wetlands converted to Forest Land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Soil Carbon Stock,Planted mangrove,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: 20 years (regeneration); Soil type/nutrient content: .,"Spatial boundaries: India, Mahanadi; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",,Soil depth: 30,60.9,tonnes C/ha,Equation 4.6 on Page 4.24 in Chapter 4 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525135,"5-FL-1 - Forest Land Remaining Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.a - Forest land Remaining Forest land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Aboveground Biomass Carbon Stock Change,From undisturbed dense mangrove to disturbed mangrove stands,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: ; Soil type/nutrient content: .,"Spatial boundaries: India, Bhitankanika; Climate: ;  Ecological zone: ; Temperature: ; Moisture: .",Tree removal,,-24.44,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525148,5-SL-2 - Land Converted to Settlements,"3.B.5.b.i - Forest Land converted to Settlements
3.B.5.b.iv - Wetlands converted to Settlements",CARBON DIOXIDE,,,,Other (e.g. compiled),Aboveground Biomass Carbon Stock Change,From undisturbed dense mangrove to abandoned aquac pond,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: ; Soil type/nutrient content: .,"Spatial boundaries: India, Bhitankanika; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",Aquaculture,Time since landuse: 20 years,-73.21,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525167,"5-FL-1 - Forest Land Remaining Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.a - Forest land Remaining Forest land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Belowground Biomass Carbon Stock Change,From undisturbed dense mangrove to disturbed mangrove stands,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: ; Soil type/nutrient content: .,"Spatial boundaries: India, Bhitankanika; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",Tree removal,,-9.46,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525180,5-SL-2 - Land Converted to Settlements,"3.B.5.b.i - Forest Land converted to Settlements
3.B.5.b.iv - Wetlands converted to Settlements",CARBON DIOXIDE,,,,Other (e.g. compiled),Belowground Biomass Carbon Stock Change,From undisturbed dense mangrove to abandoned aquac pond,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: ; Soil type/nutrient content: .,"Spatial boundaries: India, Bhitankanika; Climate: ; Ecological zone: ; Temperature: ; Moisture: .",Aquaculture,Time since landuse: 20 years,-25.95,tonnes C/ha,Equation 4.4 on Page 2.20 in Chapter 4 of the 2013 Supplement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
525198,"5-FL-1 - Forest Land Remaining Forest Land
5-WL-1 - Wetlands Remaining Wetlands","3.B.1.a - Forest land Remaining Forest land
3.B.4.a - Wetlands Remaining Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Soil Carbon Stock Change,From undisturbed dense mangrove to disturbed mangrove stands,Vegetation/crop type/subtype: ; Species: ; Biomass attributes/age: ; Soil type/nutrient content: .,"Spatial boundaries: India, Bhitankanika; Climate: ;  Ecological zone: ; Temperature: ; Moisture: .",Tree removal,Soil depth: 100,8.5,tonnes C/ha,Equation 4.3 on Page 4.18 in Chapter 4 of the 2006 IPCC Guidelines for National Greenhouse Gas Inventories: Wetlands,,,Peer-reviewed journal,TSU
