EF ID,IPCC 1996 Source/Sink Category,IPCC 2006 Source/Sink Category,Gas,Fuel 1996,Fuel 2006,C pool,Type of parameter,Description,Technologies / Practices,Parameters / Conditions,Region / Regional Conditions,Abatement / Control Technologies,Other properties,Value,Unit,Equation,IPCC Worksheet,Technical Reference,Source of data,Data provider
525520,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-1 - Settlements Remaining Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Above-ground biomass (AGB),Other (e.g. compiled),Aboveground Biomass,,"Vegetation/crop type/subtype: Trees, broadleaf;  Species: Seasonal dry evergreen, mixed deciduous, mixed dipterocarpus; Biomass attributes/age: dbh trees >= 1 cm/ mature; Soil type/nutrient content: Alfisol.","Spatial boundaries: Asia, India, Tamil Nadu (geographic coordinates: 11.5989, 76.5338); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature 22.7 degrees C; Moisture: annual precipitation: 1255 mm yr-1",,ForC site: Mudumalai CTFS-ForestGEO plot (ID#: 2102); ForC plot: 50-ha forest dynamics plot (ID#: 2759); ForC measurement ID: 48973; Date of Measurement: 1994; plot size: 50 ha; disturbance type: No severe disturbance since 1985; variable description: Total live aboveground live biomass; elevation: 1050 m; Koeppen climate zone: Aw.,174.23,tonnes dry matter/ha,"Equations 2.14, 2.16 and 2.27, Vol. 4 of the 2006 IPCC Guidelines",,"Chave, J., Condit, R., Muller-Landau, H. C., Thomas, S. C., Ashton, P. S., Bunyavejchewin, S., ... Losos, E. C. (2008). Assessing Evidence for a Pervasive Alteration in Tropical Tree Communities. PLoS Biology, 6(3), e45. doi:10.1371/journal.pbio.0060045",Peer-reviewed journal,"ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution), United States of America"
525521,5-FL-1 - Forest Land Remaining Forest Land,3.B.1.a - Forest land Remaining Forest land,"NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Above-ground biomass (AGB),Other (e.g. compiled),Aboveground Biomass Increment,,"Vegetation/crop type/subtype: Trees, broadleaf;  Species: Seasonal dry evergreen, mixed deciduous, mixed dipterocarpus; Biomass attributes/age: dbh trees >= 1 cm/ mature; Soil type/nutrient content: Alfisol.  FAO ecological zone: Tropical dry forest; vegetation type: Trees, broadleaf; species/forest composition: Seasonal dry evergreen, mixed deciduous, mixed dipterocarpus; stand age: mature; biomass attributes: dbh trees >= 1 cm; soil type: Alfisol","Spatial boundaries: Asia, India, Tamil Nadu (geographic coordinates: 11.5989, 76.5338); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature 22.7 degrees C; Moisture: annual precipitation: 1255 mm yr-1",,ForC site: Mudumalai CTFS-ForestGEO plot (ID#: 2102); ForC plot: 50-ha forest dynamics plot (ID#: 2759); ForC measurement ID: 48974; Date of Measurement: 2000-1988; plot size: 50 ha; disturbance type: No severe disturbance since 1985; variable description: Net change in live aboveground biomass;  elevation: 1050 m; Koeppen climate zone: Aw.,1.26,tonnes dm/ha/year,"Equation 2.8, Chapter 2, Volume 4 of the 2006 IPCC Guidelines",,"Chave, J., Condit, R., Muller-Landau, H. C., Thomas, S. C., Ashton, P. S., Bunyavejchewin, S., ... Losos, E. C. (2008). Assessing Evidence for a Pervasive Alteration in Tropical Tree Communities. PLoS Biology, 6(3), e45. doi:10.1371/journal.pbio.0060045",Peer-reviewed journal,"ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution), United States of America"
525538,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-1 - Settlements Remaining Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.C.1.a - Burning in Forest Land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.4.b.iii - Land converted to other wetlands
3.B.5.b.i - Forest Land converted to Settlements","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Above-ground biomass (AGB),Other (e.g. compiled),Aboveground Biomass,,"Vegetation/crop type/subtype: Trees, broadleaf, deciduous or with dominant deciduous component/ Open canopy woodland with grass cover/seasonal semi-evergreen lowland forest;  Species: ; Biomass attributes/age: dbh trees >= 1 cm; Soil type/nutrient content: Alfisols.","Spatial boundaries:  Asia, India, Tamil Nadu (geographic coordinates: 11.5989, 76.5338); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: 22.7 degrees C; Moisture: annual precipitation: 1255 mm yr-1.",,ForC site: Mudumalai CTFS-ForestGEO plot (ID#: 2102); ForC plot: 50-ha forest dynamics plot (ID#: 2759); ForC measurement ID: 17424; plot size: 50 ha; disturbance type: No severe disturbance since 1985; variable description: Total live aboveground live biomass; elevation: 1050 m; Koeppen climate zone: Aw.,204.7,tonnes dry matter/ha,"Equations 2.14, 2.16 and 2.27, Vol. 4 of the 2006 IPCC Guidleines",,"Lutz, J. A., Furniss, T. J., Johnson, D. J., Davies, S. J., Allen, D., Alonso, A., ... Becker, K. M. L. (2018). Global importance of large-diameter trees. Global Ecology and Biogeography, 27(7), 849-864. doi:10.1111/geb.12747",Peer-reviewed journal,"ForC Database Team (lead: Kristina Anderson-Teixeira, Smithsonian Institution), United States of America"
125565,1B1a1 - Underground Mines,1.B.1.a.i - Underground mines,CARBON DIOXIDE,,,,Measured,Fugitive emissions from underground mining activities Average (weighted based on coal production),Conventional underground mining in Indian conditions,Active mine conditions,"Measurements were carried out on 81 degree-I mines.  These mines were located in different coalfields within eastern and central India. The coalfields within these measurements were: Raniganj, Jharia, East-Bokaro, Mand-Raigarh, Pranhita Godavari, Sohagpur, Ib Valley, Pench-Kannan, Bisrampur, Johilla and Hasdeo, India. ""Degree-I"" underground seam refers to a coal seams in which the percentage of methane in the general body of air does not exceed 0.1 and the rate of emission of methane does not exceed one cubic meter per tonne of coal produced. (Reg 2(12A), Coal Mines Regulations, 1957, DGMS, India).",none,Production of coal varied between 20-1779 tonnes per day at the various mine sites,13.76,m3/tonne of coal,,,"Singh A.K., Singh U., Panigrahi D.C., Singh J. (2021). Updated emission inventory of underground coal mining activities based on 2019 IPCC Refinement, PMRC Working Paper: 01/2021",Other,"Dr. Ajay Kumar Singh, India"
125566,1B1a1 - Underground Mines,1.B.1.a.i - Underground mines,CARBON DIOXIDE,,,,Measured,Fugitive emissions from underground mining activities Average (weighted based on coal production),Conventional underground mining in Indian conditions,Active mine conditions,,none,Production of coal varied between 56-1266 tonnes per day at the various mine sites,7.83,m3/tonne of coal,,,"Singh A.K., Singh U., Panigrahi D.C., Singh J. (2021). Updated emission inventory of underground coal mining activities based on 2019 IPCC Refinement, PMRC Working Paper: 01/2022",Other,"Dr. Ajay Kumar Singh, India"
125567,1B1a1 - Underground Mines,1.B.1.a.i - Underground mines,CARBON DIOXIDE,,,,Measured,Fugitive emissions from underground mining activities Average (weighted based on coal production),Conventional underground mining in Indian conditions,Active mine conditions,,none,Production of coal varied between 20-1242 tonnes per day at the various mine sites,17.65,m3/tonne of coal,,,"Singh A.K., Singh U., Panigrahi D.C., Singh J. (2021). Updated emission inventory of underground coal mining activities based on 2019 IPCC Refinement, PMRC Working Paper: 01/2023",Other,"Dr. Ajay Kumar Singh, India"
125568,1B1a1 - Underground Mines,1.B.1.a.i - Underground mines,METHANE,,,,Measured,Fugitive methane emissions from underground coal mining activities from Degree-I mines. Average (weighted based on coal production),Conventional underground coal mining in Indian conditions,Active mine conditions,"Measurements were carried out on 81 degree-I mines.  These mines were located in different coalfields within eastern and central India. The coalfields within these measurements were: Raniganj, Jharia, East-Bokaro, Mand-Raigarh, Pranhita Godavari, Sohagpur, Ib Valley, Pench-Kannan, Bisrampur, Johilla and Hasdeo, India. ""Degree-I"" underground seam refers to a coal seams in which the percentage of methane in the general body of air does not exceed 0.1 and the rate of emission of methane does not exceed one cubic meter per tonne of coal produced. (Reg 2(12A), Coal Mines Regulations, 1957, DGMS, India).",none,Production of coal varied between 20-1779 tonnes per day at the various mine sites,0.86,m3/tonne of coal,,,"Singh A.K., Singh U., Panigrahi D.C., Singh J. (2021). Updated emission inventory of underground coal mining activities based on 2019 IPCC Refinement, PMRC Working Paper: 01/2021",Other,"Dr. Ajay Kumar Singh, India"
125569,1B1a1 - Underground Mines,1.B.1.a.i - Underground mines,METHANE,,,,Measured,Fugitive methane emissions from underground coal mining activities from Degree-II mines. Average (weighted based on coal production),Conventional underground coal mining in Indian conditions,Active mine conditions,,none,Production of coal varied between 56-1266 tonnes per day at the various mine sites,4.46,m3/tonne of coal,,,"Singh A.K., Singh U., Panigrahi D.C., Singh J. (2021). Updated emission inventory of underground coal mining activities based on 2019 IPCC Refinement, PMRC Working Paper: 01/2021",Other,"Dr. Ajay Kumar Singh, India"
125570,1B1a1 - Underground Mines,1.B.1.a.i - Underground mines,METHANE,,,,Measured,Fugitive methane emissions from underground coal mining activities from Degree-III mines. Average (weighted based on coal production),Conventional underground coal mining in Indian conditions,Active mine conditions,,none,Production of coal varied between 20-1242 tonnes per day at the various mine sites,14.12,m3/tonne of coal,,,"Singh A.K., Singh U., Panigrahi D.C., Singh J. (2021). Updated emission inventory of underground coal mining activities based on 2019 IPCC Refinement, PMRC Working Paper: 01/2021",Other,"Dr. Ajay Kumar Singh, India"
525853,5-FL - Forest Land,3.B.1 - Forest land,CARBON DIOXIDE,,,Above-ground biomass (AGB),Other (e.g. compiled),Aboveground Net Primary Production: litterfall component (ANPP_litterfall),,"FAO ecological zone: Tropical rainforest; vegetation type: Trees, broadleaf evergreen; species/forest composition: Rhizophora spp.","country: India; state/province/region: Andaman and Nicobar Islands; geographic coordinates: 12.5, 92.75; continent: Asia; annual precipitation: 3180 mm yr-1",,"ForC site: Andaman Islands  (ID#: 2794); ForC plot: monogeneric mangrove forest (MNMF) (ID#: 3940); ForC measurement ID: 24960; Date of Measurement: 1990; Koeppen climate zone: Am; variable description: Anuall litterfall, including leaves, twigs, and reproductive structures.",7.1,tonnes dm/ha/year,Equation 2.18,,"Mall, L. P., V. P. Singh & A. Garge, 1991. Study of biomass, litterfall, litter decomposition and soil respiration in monogeneric and mixed mangrove forests of Andaman Islands. Trop. Ecol. 32: 144Ð152.",Peer-reviewed journal,TFI TSU
525854,5-FL - Forest Land,3.B.1 - Forest land,"NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Classified otherwise,Other (e.g. compiled),Biomass (biomass),,"FAO ecological zone: Tropical rainforest; vegetation type: Trees, broadleaf evergreen; species/forest composition: Rhizophora spp.","country: India; state/province/region: Andaman and Nicobar Islands; geographic coordinates: 12.5, 92.75; continent: Asia; annual precipitation: 3180 mm yr-1",,ForC site: Andaman Islands  (ID#: 2794); ForC plot: monogeneric mangrove forest (MNMF) (ID#: 3940); ForC measurement ID: 24961; Date of Measurement: 1990; Koeppen climate zone: Am; variable description: Total live biomass (above and below-ground).,124.0,tonnes dry matter/ha,"Equations 2.14, 2.16, 2.27",,"Mall, L. P., V. P. Singh & A. Garge, 1991. Study of biomass, litterfall, litter decomposition and soil respiration in monogeneric and mixed mangrove forests of Andaman Islands. Trop. Ecol. 32: 144Ð152.",Peer-reviewed journal,TFI TSU
525855,5-FL - Forest Land,3.B.1 - Forest land,"NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Below-ground biomass (BGB),Other (e.g. compiled),Biomass: root component (biomass_root),,"FAO ecological zone: Tropical rainforest; vegetation type: Trees, broadleaf evergreen; species/forest composition: Rhizophora spp.","country: India; state/province/region: Andaman and Nicobar Islands; geographic coordinates: 12.5, 92.75; continent: Asia; annual precipitation: 3180 mm yr-1",,ForC site: Andaman Islands  (ID#: 2794); ForC plot: monogeneric mangrove forest (MNMF) (ID#: 3940); ForC measurement ID: 24963; Date of Measurement: 1990; Koeppen climate zone: Am; variable description: Total root biomass.,30.5,tonnes dry matter/ha,"Equations 2.14, 2.16",,"Mall, L. P., V. P. Singh & A. Garge, 1991. Study of biomass, litterfall, litter decomposition and soil respiration in monogeneric and mixed mangrove forests of Andaman Islands. Trop. Ecol. 32: 144Ð152.",Peer-reviewed journal,TFI TSU
525915,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,,Other (e.g. compiled),Aboveground Biomass (biomass_ag),,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: dbh trees >= 3.5 cm/ 1 yr;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N",site: Anandgoan; plot: Stand development of monoculture plantation.1y ; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1999.5; variable description: Total live aboveground biomass. elevation: 300 m; Koeppen climate zone: Aw.,3.34,tonnes dry matter/ha,"Equations 2.14, 2.16, 2.27",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
525916,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands",CARBON DIOXIDE,,,Below-ground biomass (BGB),Other (e.g. compiled),Biomass: root component (biomass_root),,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: 1 yr;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N",site: Anandgoan; plot: Stand development of monoculture plantation.1y; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1999.5; variable description: Total root biomass.; minimum root diameter: 2 mm; depth of measurement: 100 cm. elevation: 300 m; Koeppen climate zone: Aw.,0.6,tonnes dry matter/ha,"Equations 2.14, 2.16",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
525917,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Classified otherwise,Other (e.g. compiled),Total Biomass,,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: dbh trees >= 3.5 cm/ 1 yr;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N",site: Anandgoan; plot: Stand development of monoculture plantation.1y; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1999.5; variable description: Total root biomass.; minimum root diameter: 2 mm; depth of measurement: 100 cm. elevation: 300 m; Koeppen climate zone: Aw.,3.94,tonnes dry matter/ha,"Equations 2.14, 2.16, 2.27",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
525918,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Above-ground biomass (AGB),Other (e.g. compiled),Aboveground Biomass (biomass_ag),,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: dbh trees >= 3.5 cm/ 2 yrs;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N, Fertilization_N",site: Anandgoan ; plot: Stand development of monoculture plantation.2y; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1998.5; variable description: Total live aboveground biomass. elevation: 300 m; Koeppen climate zone: Aw.,5.24,tonnes dry matter/ha,"Equations 2.14, 2.16, 2.27",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
525919,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands",CARBON DIOXIDE,,,,Other (e.g. compiled),Biomass: root component (biomass_root),,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: 2 yrs;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N, Fertilization_N",site: Anandgoan; plot: Stand development of monoculture plantation.2y; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1998.5; variable description: Total root biomass.; minimum root diameter: 2 mm; depth of measurement: 100 cm. elevation: 300 m; Koeppen climate zone: Aw.,1.35,tonnes dry matter/ha,"Equations 2.14, 2.16",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
525920,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Classified otherwise,Other (e.g. compiled),Total Biomass,,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: dbh trees >= 3.5 cm/ 2 yrs;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N, Fertilization_N",site: Anandgoan; plot: Stand development of monoculture plantation.2y; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1998.5; variable description: Total root biomass.; minimum root diameter: 2 mm; depth of measurement: 100 cm. elevation: 300 m; Koeppen climate zone: Aw.,6.59,tonnes dry matter/ha,"Equations 2.14, 2.16, 2.27",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
525921,"5-CL-2 - Land Converted to Cropland
5-FL-1 - Forest Land Remaining Forest Land
5-FL-2 - Land Converted to Forest Land
5-GL-2 - Land Converted to Grassland
5-OL-2 - Land Converted to Other Land
5-SL-2 - Land Converted to Settlements
5-WL-2 - Land Converted to Wetlands","3.B.2.b.i - Forest Land converted to Cropland
3.B.1.a - Forest land Remaining Forest land
3.B.1.b - Land Converted to Forest land
3.B.3.b.i - Forest Land converted to Grassland
3.B.6.b.i - Forest Land converted to Other Land
3.B.5.b.i - Forest Land converted to Settlements
3.B.4.b - Land Converted to Wetlands","NITROGEN OXIDES (NO+NO2)
METHANE
CARBON MONOXIDE
CARBON DIOXIDE
NITROUS OXIDE",,,Above-ground biomass (AGB),Other (e.g. compiled),Aboveground Biomass (biomass_ag),,"Vegetation/crop type/subtype: Trees, broadleaf and/or conifer, deciduous or with dominant deciduous component; Species/forest composition: Gmelina arborea/Gmelina arborea monoculture plantation; Biomass attributes/age: dbh trees >= 3.5 cm/ 3 yrs;  Soil type: Entisol/clay.","Spatial boundaries: Asia, India, Chhattisgarh, Anandgoan (geographic coordinates: 21.9, 81.55); Climate: ; Ecological zone: Tropical dry forest; Temperature:  mean annual temperature: ; Moisture: annual precipitation: 1200 mm yr-1.","Management: Irrigation, Fertilization_K, Fertilization_N, Fertilization_P, Fertilization_N, Fertilization_N",site: Anandgoan; plot: Stand development of monoculture plantation.3y; Date of Measurement: 2000.6; plot size: 0.05 ha; regrowth type: Planted; regrowth year: 1997.5; variable description: Total live aboveground biomass. elevation: 300 m; Koeppen climate zone: Aw.,7.95,tonnes dry matter/ha,"Equations 2.14, 2.16, 2.27",,"Swamy, S. L., Kushwaha, S. K., & Puri, S. (2004). Tree growth, biomass, allometry and nutrient distribution in Gmelina arborea stands grown in red lateritic soils of Central India. Biomass and Bioenergy, 26(4), 305-317. doi:10.1016/j.biombioe.2003.08.007",Peer-reviewed journal,TFI TSU
