BEA Detail,Year,Country,Import Quantity,Unit,Source,BEA Summary,Region,cntry_cntrb_to_national_detail,cntry_cntrb_to_region_detail,cntry_cntrb_to_national_summary,cntry_cntrb_to_region_summary
1111A0,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
1111B0,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111200,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111300,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111400,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
111900,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
112120,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
1121A0,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
112300,2019,Greenland,0.0,USD,Census,111CA,EU,0.0,0.0,0.0,0.0
112A00,2019,Greenland,1773.0,USD,Census,111CA,EU,3.438077110596591e-07,1.0454049573567701e-06,3.5443939550665436e-08,5.564147510106001e-07
113000,2019,Greenland,0.0,USD,Census,113FF,EU,0.0,0.0,0.0,0.0
114000,2019,Greenland,24569525.0,USD,Census,113FF,EU,0.0014678308925455846,0.013515265013267613,0.001252392924277553,0.011479382693638494
211000,2019,Greenland,0.0,USD,Census,211,EU,0.0,0.0,0.0,0.0
212100,2019,Greenland,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
212230,2019,Greenland,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
2122A0,2019,Greenland,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
212310,2019,Greenland,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
2123A0,2019,Greenland,0.0,USD,Census,212,EU,0.0,0.0,0.0,0.0
311111,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311119,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311210,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311221,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311224,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311225,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311230,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311300,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311410,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311420,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311513,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311514,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
31151A,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311520,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311615,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
31161A,2019,Greenland,15880.0,USD,Census,311FT,EU,1.4906021944311716e-06,1.7656404029331938e-05,1.5981973188493935e-07,5.244652745910957e-07
311700,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311810,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
3118A0,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311910,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311920,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311930,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311940,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311990,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312110,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312120,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312130,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312140,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
312200,2019,Greenland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
313100,2019,Greenland,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
313200,2019,Greenland,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
313300,2019,Greenland,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
314110,2019,Greenland,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
314120,2019,Greenland,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
314900,2019,Greenland,0.0,USD,Census,313TT,EU,0.0,0.0,0.0,0.0
315000,2019,Greenland,0.0,USD,Census,315AL,EU,0.0,0.0,0.0,0.0
316000,2019,Greenland,0.0,USD,Census,315AL,EU,0.0,0.0,0.0,0.0
321100,2019,Greenland,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
321200,2019,Greenland,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
321910,2019,Greenland,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
3219A0,2019,Greenland,0.0,USD,Census,321,EU,0.0,0.0,0.0,0.0
322110,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322120,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322130,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322210,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322220,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322230,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322291,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
322299,2019,Greenland,0.0,USD,Census,322,EU,0.0,0.0,0.0,0.0
323110,2019,Greenland,3870.0,USD,Census,323,EU,6.293595867659039e-07,4.067581562246834e-06,6.261596605340541e-07,3.996314864852624e-06
323120,2019,Greenland,0.0,USD,Census,323,EU,0.0,0.0,0.0,0.0
324110,2019,Greenland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324121,2019,Greenland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324122,2019,Greenland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324190,2019,Greenland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
325110,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325120,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325130,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325180,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325190,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325211,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
3252A0,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325310,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325320,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325411,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325412,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325413,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325414,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325510,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325520,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325610,2019,Greenland,53770.0,USD,Census,325,EU,1.3964298154917516e-05,5.2352743846104615e-05,2.021786765370036e-07,3.4024718724568043e-07
325620,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325910,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
3259A0,2019,Greenland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
326110,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326120,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326160,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326190,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326210,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326220,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
326290,2019,Greenland,0.0,USD,Census,326,EU,0.0,0.0,0.0,0.0
327100,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327200,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327310,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327320,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327330,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327390,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327400,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327910,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327991,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327992,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327993,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327999,2019,Greenland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
331110,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331200,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331313,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331314,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
33131B,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331410,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331420,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331490,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331510,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
331520,2019,Greenland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
332119,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
33211A,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332200,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332310,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332320,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332410,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332420,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332430,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332500,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332600,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332720,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332913,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
33291A,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332991,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
332999,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
33299A,2019,Greenland,0.0,USD,Census,332,EU,0.0,0.0,0.0,0.0
333111,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333112,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333120,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333130,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333242,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33329A,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333314,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333316,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333318,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333413,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333414,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333415,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333511,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333514,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333517,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33351B,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333611,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333612,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333613,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333618,2019,Greenland,45550.0,USD,Census,333,EU,3.125012321244381e-06,1.0397223865171908e-05,2.3457169487013807e-07,6.883890351558877e-07
333912,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333914,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333920,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333991,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333993,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
333994,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33399A,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
33399B,2019,Greenland,0.0,USD,Census,333,EU,0.0,0.0,0.0,0.0
334111,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334112,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334118,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334210,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334220,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334290,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334300,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334413,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334418,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
33441A,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334510,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334511,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334512,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334513,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334514,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334515,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334516,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334517,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
33451A,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
334610,2019,Greenland,0.0,USD,Census,334,EU,0.0,0.0,0.0,0.0
335110,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335120,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335210,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335220,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335311,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335312,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335313,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335314,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335911,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335912,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335920,2019,Greenland,7675.0,USD,Census,335,EU,8.095539309172479e-07,8.288895753210558e-06,6.00173884451629e-08,4.3822309109631543e-07
335930,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335991,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
335999,2019,Greenland,0.0,USD,Census,335,EU,0.0,0.0,0.0,0.0
336111,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336112,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336120,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336211,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336212,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336213,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336214,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336310,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336320,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336350,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336360,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336370,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336390,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
3363A0,2019,Greenland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336411,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336412,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336413,2019,Greenland,5200.0,USD,Census,3364OT,EU,2.5330714810634373e-07,5.579534953019353e-07,6.869782039827653e-08,1.3548160580522173e-07
336414,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
33641A,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336500,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336611,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336612,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336991,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336992,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336999,2019,Greenland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
337110,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
337121,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
337122,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
337127,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
33712N,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
337215,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
33721A,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
337900,2019,Greenland,0.0,USD,Census,337,EU,0.0,0.0,0.0,0.0
339112,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339113,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339114,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339115,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339116,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339910,2019,Greenland,286857.0,USD,Census,339,EU,8.165526136716536e-06,4.706511304202993e-05,2.194406576922246e-06,1.0648599105013067e-05
339920,2019,Greenland,5325.0,USD,Census,339,EU,5.786791876318908e-07,9.987073070209124e-06,4.0735331618579847e-08,1.9767267396017728e-07
339930,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339940,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339950,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
339990,2019,Greenland,0.0,USD,Census,339,EU,0.0,0.0,0.0,0.0
S00401,2019,Greenland,0.0,USD,Census,Used,EU,0.0,0.0,0.0,0.0
S00402,2019,Greenland,31413.0,USD,Census,Used,EU,8.65363355923528e-07,1.939888370717277e-06,7.312845599685357e-07,1.7388648967249242e-06
1111A0,2019,Canada,435353252.0,USD,Census,111CA,CA,0.4690919937663931,1.0,0.008703121459150377,0.057635807112604624
1111B0,2019,Canada,1118944404.0,USD,Census,111CA,CA,0.6251148682597388,1.0,0.022368752293249503,0.14813548203074486
111200,2019,Canada,1438549334.0,USD,Census,111CA,CA,0.13841556867084845,1.0,0.02875795580087198,0.19044753095444855
111300,2019,Canada,266099444.0,USD,Census,111CA,CA,0.011419797511207603,1.0,0.005319578458884198,0.035228532592092215
111400,2019,Canada,693492463.0,USD,Census,111CA,CA,0.23942113865902834,1.0,0.013863567364587754,0.09181049560992621
111900,2019,Canada,416637834.0,USD,Census,111CA,CA,0.23355703771117953,1.0,0.008328982629901964,0.05515809914344543
112120,2019,Canada,950153864.0,USD,Census,111CA,CA,0.5164866833632745,1.0,0.018994470456541,0.12578953891172487
1121A0,2019,Canada,950153864.0,USD,Census,111CA,CA,0.5164866833632745,1.0,0.018994470456541,0.12578953891172487
112300,2019,Canada,71902775.0,USD,Census,111CA,CA,0.77011703699191,1.0,0.0014374041797095873,0.00951910764815192
112A00,2019,Canada,1212233291.0,USD,Census,111CA,CA,0.23506776821716166,1.0,0.024233684990134362,0.16048586708513643
113000,2019,Canada,101850319.0,USD,Census,113FF,CA,0.03537203267634459,1.0,0.005191659946662038,0.037564325949786315
114000,2019,Canada,2609507237.0,USD,Census,113FF,CA,0.1558970039831813,1.0,0.13301553039669542,0.9624356740502137
211000,2019,Canada,74761257446.0,USD,Census,211,CA,0.5269474838678171,1.0,0.5269474838678171,1.0
212100,2019,Canada,153744813.0,USD,Census,212,CA,0.2695048658365563,1.0,0.02535817242825849,0.1057045040056064
212230,2019,Canada,4871481.0,USD,Census,212,CA,0.031724892279194575,1.0,0.0008034863275614059,0.0033492998744467264
2122A0,2019,Canada,282992919.0,USD,Census,212,CA,0.11507621479803601,1.0,0.046675937197167026,0.19456673403345157
212310,2019,Canada,123757555.0,USD,Census,212,CA,0.32335092856811387,1.0,0.02041217103688359,0.08508729961655066
2123A0,2019,Canada,889110640.0,USD,Census,212,CA,0.3560727439700567,1.0,0.14664703463471812,0.6112921624699447
311111,2019,Canada,246907686.0,USD,Census,311FT,CA,0.24021324084214798,1.0,0.002484932001061133,0.013176395768752807
311119,2019,Canada,215998103.0,USD,Census,311FT,CA,0.29866250936970246,1.0,0.0021738513166949316,0.011526884952572244
311210,2019,Canada,712522679.0,USD,Census,311FT,CA,0.25689407339903414,1.0,0.007170981329957098,0.03802425499510782
311221,2019,Canada,173409176.0,USD,Census,311FT,CA,0.18608078190037405,1.0,0.0017452272049564396,0.009254098039334874
311224,2019,Canada,2662320429.0,USD,Census,311FT,CA,0.37583672960320186,1.0,0.026794164808222717,0.1420765315330838
311225,2019,Canada,211324883.0,USD,Census,311FT,CA,0.48081973684373686,1.0,0.0021268190265539156,0.011277495404470244
311230,2019,Canada,312222609.0,USD,Census,311FT,CA,0.4767690335325143,1.0,0.003142275419319663,0.01666197083932236
311300,2019,Canada,2019053134.0,USD,Census,311FT,CA,0.24085926301878638,1.0,0.020320184542652806,0.10774813697668648
311410,2019,Canada,1356389536.0,USD,Census,311FT,CA,0.3221687462947933,1.0,0.013650995716313431,0.07238464558341445
311420,2019,Canada,597524384.0,USD,Census,311FT,CA,0.07927854166135535,1.0,0.006013613781208662,0.031887293152406064
311513,2019,Canada,39223163.0,USD,Census,311FT,CA,0.0287199662921857,1.0,0.00039475033969390893,0.0020931706394522755
311514,2019,Canada,261457861.0,USD,Census,311FT,CA,0.19570370959386407,1.0,0.0026313680884275654,0.013952875705082584
31151A,2019,Canada,62976895.0,USD,Census,311FT,CA,0.12007948799822421,1.0,0.0006338130021313588,0.003360804623988861
311520,2019,Canada,10204481.0,USD,Census,311FT,CA,0.12161993792193121,1.0,0.00010270008925975805,0.0005445690348850396
311615,2019,Canada,328843603.0,USD,Census,311FT,CA,0.622396598149654,1.0,0.003309552674026287,0.017548961433102684
31161A,2019,Canada,3018985488.0,USD,Census,311FT,CA,0.2833820146957596,1.0,0.030383718592990102,0.1611102037949897
311700,2019,Canada,111939107.0,USD,Census,311FT,CA,0.03468744264346171,1.0,0.0011265792234369987,0.005973706204645115
311810,2019,Canada,2844968957.0,USD,Census,311FT,CA,0.5011402649013647,1.0,0.02863237883682088,0.15182369384502628
3118A0,2019,Canada,418476065.0,USD,Census,311FT,CA,0.41333075430480454,1.0,0.004211633029506578,0.022332258430344386
311910,2019,Canada,288715283.0,USD,Census,311FT,CA,0.29026093525169644,1.0,0.002905692639807581,0.0154074864777416
311920,2019,Canada,512493249.0,USD,Census,311FT,CA,0.18972670125427155,1.0,0.0051578421692708735,0.027349549084664696
311930,2019,Canada,74909361.0,USD,Census,311FT,CA,0.02384964782499656,1.0,0.0007539039036959782,0.003997588747886837
311940,2019,Canada,267959752.0,USD,Census,311FT,CA,0.11299818626989876,1.0,0.0026968045164102545,0.01429985351873109
311990,2019,Canada,851327606.0,USD,Census,311FT,CA,0.2225203526516794,1.0,0.008567943938108771,0.04543167386664851
312110,2019,Canada,293448443.0,USD,Census,311FT,CA,0.07077595305495678,1.0,0.0029533281789869592,0.015660074764510565
312120,2019,Canada,160166089.0,USD,Census,311FT,CA,0.02691381430411155,1.0,0.0016119459320553737,0.008547371738752942
312130,2019,Canada,140170642.0,USD,Census,311FT,CA,0.015961260534464124,1.0,0.0014107074573412985,0.007480301176821869
312140,2019,Canada,442936602.0,USD,Census,311FT,CA,0.05775597454829817,1.0,0.004457809129324061,0.023637611542066558
312200,2019,Canada,101760878.0,USD,Census,311FT,CA,0.06333415886522926,1.0,0.0010241433399455935,0.005430538125507241
313100,2019,Canada,65840760.0,USD,Census,313TT,CA,0.10095494207545527,1.0,0.0019733593255308896,0.06280042823903653
313200,2019,Canada,447120114.0,USD,Census,313TT,CA,0.06847149864763954,1.0,0.01340094869187923,0.42647342821508794
313300,2019,Canada,190082821.0,USD,Census,313TT,CA,0.13311143917576782,1.0,0.005697104763729471,0.1813053579527959
