BEA Detail,Year,Country,Import Quantity,Unit,Source,BEA Summary,Region,cntry_cntrb_to_national_detail,cntry_cntrb_to_region_detail,cntry_cntrb_to_national_summary,cntry_cntrb_to_region_summary
311224,2019,Ireland,7379857.0,USD,Census,311FT,EU,0.0010418059710645357,0.004969454293690428,7.427246644138494e-05,0.00024373291737707936
311225,2019,Ireland,5687410.0,USD,Census,311FT,EU,0.012940354873034226,0.08284589074529095,5.723931620401278e-05,0.00018783684177343474
311230,2019,Ireland,37904.0,USD,Census,311FT,EU,5.7880028307035326e-05,0.0004791998515471629,3.814739998341777e-07,1.251847088671341e-06
311300,2019,Ireland,41586884.0,USD,Census,311FT,EU,0.004961031516611766,0.02433814101359023,0.00041853933569332963,0.0013734808902045369
311410,2019,Ireland,2776.0,USD,Census,311FT,EU,6.593536856320501e-07,4.714541292548525e-06,2.793826043530174e-08,9.168234271189432e-08
311420,2019,Ireland,533877.0,USD,Census,311FT,EU,7.083391258981561e-05,0.00028806809141746674,5.373052833723915e-06,1.7632238501440202e-05
311513,2019,Ireland,47876840.0,USD,Census,311FT,EU,0.035056357667441765,0.039511668477089826,0.00048184280430089044,0.001581217886470652
311514,2019,Ireland,133215546.0,USD,Census,311FT,EU,0.09971311028117086,0.34998321577069214,0.001340709876865605,0.004399680599036067
31151A,2019,Ireland,218916122.0,USD,Census,311FT,EU,0.41741238345137194,0.7716725766416946,0.0022032188868596142,0.007230094712666739
311520,2019,Ireland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
311615,2019,Ireland,0.0,USD,Census,311FT,EU,0.0,0.0,0.0,0.0
31161A,2019,Ireland,55139294.0,USD,Census,311FT,EU,0.005175740090414706,0.06130740886373542,0.0005549337017257459,0.0018210733607348336
311700,2019,Ireland,402239.0,USD,Census,311FT,EU,0.000124644930761002,0.001241376127124737,4.048219718744718e-06,1.3284659167899733e-05
311810,2019,Ireland,3381841.0,USD,Census,311FT,EU,0.0005957100833822195,0.0033232428274972644,3.403557442679441e-05,0.00011169132044637442
3118A0,2019,Ireland,111437.0,USD,Census,311FT,EU,0.00011006684281325504,0.00030234140939346815,1.121525910709193e-06,3.6804053403405503e-06
311910,2019,Ireland,1501581.0,USD,Census,311FT,EU,0.001509619791814684,0.02082540922911545,1.5112233805007502e-05,4.959238611371361e-05
311920,2019,Ireland,4748968.0,USD,Census,311FT,EU,0.0017580837108784927,0.005578135239846073,4.7794634287793245e-05,0.00015684312381261504
311930,2019,Ireland,4544495.0,USD,Census,311FT,EU,0.0014468766499350827,0.33294820852859736,4.5736774083907275e-05,0.0001500900389202054
311940,2019,Ireland,540983.0,USD,Census,311FT,EU,0.00022813164046684385,0.0014009748455038095,5.444569144477969e-06,1.7866926803785564e-05
311990,2019,Ireland,7024861.0,USD,Census,311FT,EU,0.0018361609984594218,0.007437233068585818,7.069971042499792e-05,0.00023200854240108812
312110,2019,Ireland,1335623.0,USD,Census,311FT,EU,0.0003221349201267377,0.0004968700597231099,1.3441996836231634e-05,4.411132767287047e-05
312120,2019,Ireland,220597992.0,USD,Census,311FT,EU,0.03706860440694088,0.1351281308145958,0.0022201455878964734,0.007285641464012868
312130,2019,Ireland,6393977.0,USD,Census,311FT,EU,0.0007280835080171161,0.0009063001699951104,6.435035830091114e-05,0.00021117247500215055
312140,2019,Ireland,817512487.0,USD,Census,311FT,EU,0.10659816817777444,0.1632660368151964,0.008227621315171912,0.026999805477084672
312200,2019,Ireland,149176.0,USD,Census,311FT,EU,9.284448668848396e-05,0.0013863397966832358,1.5013393150924252e-06,4.926803010226782e-06
313100,2019,Ireland,249012.0,USD,Census,313TT,EU,0.0003818150342750185,0.0013739643380739533,7.4633122759989076e-06,5.829893831684779e-05
313200,2019,Ireland,8979991.0,USD,Census,313TT,EU,0.001375186269549742,0.005158004935844616,0.0002691455715734973,0.0021024044680370757
313300,2019,Ireland,370107.0,USD,Census,313TT,EU,0.00025917899976361303,0.0015039702356550407,1.109273495467338e-05,8.664982074612302e-05
314110,2019,Ireland,7351263.0,USD,Census,313TT,EU,0.0024176673151858736,0.00727095281045881,0.0002203298290524013,0.001721085040833074
314120,2019,Ireland,2064700.0,USD,Census,313TT,EU,0.00015134724918690323,0.0033493927525957393,6.188256331524161e-05,0.0004833896275793762
314900,2019,Ireland,1309999.0,USD,Census,313TT,EU,0.00016229259364839368,0.002754958380507037,3.926289342781189e-05,0.00030669827516799304
315000,2019,Ireland,8859605.0,USD,Census,315AL,EU,9.742245299215222e-05,0.0021805952768529863,6.730713302223536e-05,0.000951454543006408
316000,2019,Ireland,2078682.0,USD,Census,315AL,EU,5.1086525495903565e-05,0.00039603648338424127,1.579191463783388e-05,0.00022323471897061394
321100,2019,Ireland,48147.0,USD,Census,321,EU,7.524054513389089e-06,6.808263020569354e-05,2.469543080487601e-06,1.9674769718552488e-05
321200,2019,Ireland,7893449.0,USD,Census,321,EU,0.001200635894828122,0.009001127220719779,0.0004048686804812714,0.0032255756612071034
321910,2019,Ireland,169314.0,USD,Census,321,EU,7.097250244809108e-05,0.000876818960841049,8.684408522434993e-06,6.918840135682381e-05
3219A0,2019,Ireland,1039686.0,USD,Census,321,EU,0.0002513003758003964,0.001551957451987351,5.332729696927808e-05,0.00042485684735503687
322110,2019,Ireland,53397.0,USD,Census,322,EU,1.514397890564812e-05,0.00038431761584860005,2.3859012530658476e-06,1.2579087807804055e-05
322120,2019,Ireland,39061.0,USD,Census,322,EU,6.349680583204213e-06,2.085822608462204e-05,1.7453356714048557e-06,9.201860570081357e-06
322130,2019,Ireland,174377.0,USD,Census,322,EU,7.919355885206356e-05,0.00024908191601396944,7.79156699451024e-06,4.1079154159624096e-05
322210,2019,Ireland,3142265.0,USD,Census,322,EU,0.0014350803208120866,0.018261575472018572,0.00014040365565415577,0.0007402443461316068
322220,2019,Ireland,6533697.0,USD,Census,322,EU,0.0016874108365300953,0.007058375315329229,0.0002919406681920814,0.001539186626076108
322230,2019,Ireland,149937.0,USD,Census,322,EU,0.0003792965365579395,0.013069449641733538,6.6995313628281365e-06,3.53216601801359e-05
322291,2019,Ireland,64753.0,USD,Census,322,EU,2.5699214943653787e-05,0.0005172493838746895,2.893313553940724e-06,1.5254296548846116e-05
322299,2019,Ireland,519277.0,USD,Census,322,EU,0.0003407053384760506,0.0017378855694001375,2.3202495364688545e-05,0.00012232954996672222
323110,2019,Ireland,26593712.0,USD,Census,323,EU,0.004324808164054641,0.02795144511702904,0.004302819038310181,0.027461717461811266
323120,2019,Ireland,69879.0,USD,Census,323,EU,0.0022237178752816285,0.004118556721082137,1.1306307730868e-05,7.215981561783889e-05
324110,2019,Ireland,43319244.0,USD,Census,324,EU,0.0006641868098229099,0.0015827472190431849,0.0006597710788515233,0.0015783163949413077
324121,2019,Ireland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324122,2019,Ireland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
324190,2019,Ireland,0.0,USD,Census,324,EU,0.0,0.0,0.0,0.0
325110,2019,Ireland,0.0,USD,Census,325,EU,0.0,0.0,0.0,0.0
325120,2019,Ireland,5925.0,USD,Census,325,EU,2.895123399907441e-05,0.00016363586350189474,2.2278383085024107e-08,3.749236720161161e-08
325130,2019,Ireland,1993786.0,USD,Census,325,EU,0.000855636924355542,0.002595317353613451,7.496764269630021e-06,1.2616330267245976e-05
325180,2019,Ireland,45697620.0,USD,Census,325,EU,0.004325350758113531,0.01058865320200741,0.00017182600581162183,0.00028916657371809467
325190,2019,Ireland,5319402984.0,USD,Census,325,EU,0.13497804022842944,0.2944110101205252,0.020001299149564958,0.03366025484716904
325211,2019,Ireland,2191096.0,USD,Census,325,EU,0.00015428207031394173,0.000627288562474884,8.238662626846242e-06,1.3864873553752303e-05
3252A0,2019,Ireland,29190834.0,USD,Census,325,EU,0.005236569954162755,0.013887915848032546,0.00010975942319381378,0.00018471450924038634
325310,2019,Ireland,3739693.0,USD,Census,325,EU,0.00046770052356277016,0.002066285104825226,1.4061487472469715e-05,2.3664125430767348e-05
325320,2019,Ireland,49204.0,USD,Census,325,EU,4.9855315727592524e-05,0.0001627323562989024,1.8501022131907617e-07,3.1135433515410933e-07
325411,2019,Ireland,6669947505.0,USD,Census,325,EU,0.5772689134220457,0.7016314553887368,0.02507943386892671,0.04220626515998873
325412,2019,Ireland,20525273863.0,USD,Census,325,EU,0.22090664064867266,0.2977712471992773,0.07717635680083487,0.12988035520425945
325413,2019,Ireland,123528568.0,USD,Census,325,EU,0.02341142695449952,0.03711331843085782,0.0004644754025060676,0.0007816672457966667
325414,2019,Ireland,11465951686.0,USD,Census,325,EU,0.26779939597132074,0.3233063620307332,0.04311271967849554,0.07255454361644723
325510,2019,Ireland,10748076.0,USD,Census,325,EU,0.008443823255373937,0.02335241724510892,4.0413460684380354e-05,6.801195140976016e-05
325520,2019,Ireland,8283302.0,USD,Census,325,EU,0.008722550634808576,0.017983508952804653,3.114575108269137e-05,5.2415291177357615e-05
325610,2019,Ireland,13908678.0,USD,Census,325,EU,0.0036121429520688457,0.013542076558898098,5.229752855531594e-05,8.801168993501722e-05
325620,2019,Ireland,107994317.0,USD,Census,325,EU,0.01110688472707735,0.020119695081951078,0.000406065614368191,0.0006833692132744722
325910,2019,Ireland,139773939.0,USD,Census,325,EU,0.016391214385936284,0.22920150216369417,0.0005255590478219057,0.0008844651217221371
3259A0,2019,Ireland,13927952.0,USD,Census,325,EU,0.00214992192695546,0.007597456960492549,5.2370000041489905e-05,8.813365244732841e-05
326110,2019,Ireland,183516304.0,USD,Census,326,EU,0.017238159521830033,0.09065276208916977,0.002927926289410117,0.021349019402293966
326120,2019,Ireland,3695747.0,USD,Census,326,EU,0.0023162756011970357,0.011422493126509375,5.896410599195901e-05,0.0004299376823160612
326160,2019,Ireland,641531.0,USD,Census,326,EU,0.0005955655680829378,0.0044663142558781024,1.0235360234650115e-05,7.463128598194224e-05
326190,2019,Ireland,15678437.0,USD,Census,326,EU,0.0006022540029872785,0.007067206326242522,0.00025014294026518913,0.0018239210817510994
326210,2019,Ireland,33286.0,USD,Census,326,EU,2.0966436195811653e-06,1.4713628224212634e-05,5.310642833636468e-07,3.872263359362103e-06
326220,2019,Ireland,15656454.0,USD,Census,326,EU,0.004175667425837497,0.01885130788877664,0.0002497922106448928,0.001821363731350665
326290,2019,Ireland,2190875.0,USD,Census,326,EU,0.0005919665659174945,0.002762161764049065,3.4954499243355455e-05,0.0002548712668221609
327100,2019,Ireland,231210.0,USD,Census,327,EU,3.0421933591549458e-05,0.0001131571831354704,8.839446314098848e-06,3.3467738638793647e-05
327200,2019,Ireland,10248161.0,USD,Census,327,EU,0.001287345388105608,0.005730425811802351,0.00039179996097807865,0.0014834253443894213
327310,2019,Ireland,1810500.0,USD,Census,327,EU,0.0012773912323078872,0.00332318111445185,6.921767030697618e-05,0.00026207058866630287
327320,2019,Ireland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327330,2019,Ireland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327390,2019,Ireland,109079.0,USD,Census,327,EU,0.00010459313986311281,0.0011169853734298713,4.1702260477297185e-06,1.578922824696584e-05
327400,2019,Ireland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327910,2019,Ireland,13465356.0,USD,Census,327,EU,0.007561574338466358,0.025268192535534157,0.0005147973334294746,0.001949115588799411
327991,2019,Ireland,56306.0,USD,Census,327,EU,1.4238933463472589e-05,3.902054330911072e-05,2.152648519361834e-06,8.15031569480522e-06
327992,2019,Ireland,0.0,USD,Census,327,EU,0.0,0.0,0.0,0.0
327993,2019,Ireland,737994.0,USD,Census,327,EU,0.0008952058860483891,0.004258427386679268,2.8214429925725813e-05,0.00010682492240386608
327999,2019,Ireland,5430.0,USD,Census,327,EU,6.439408027283509e-06,2.5136436108037735e-05,2.075956640524058e-07,7.859946404076359e-07
331110,2019,Ireland,350886.0,USD,Census,331,EU,1.1830581986016711e-05,3.9753422213025776e-05,3.945230572724013e-06,1.594545720518972e-05
331200,2019,Ireland,1464019.0,USD,Census,331,EU,0.0006546676011859804,0.0036752425422119034,1.646088050776844e-05,6.65300191859597e-05
331313,2019,Ireland,12848.0,USD,Census,331,EU,1.322003259427847e-06,2.013679889188675e-05,1.4445809293718793e-07,5.838569625812302e-07
331314,2019,Ireland,0.0,USD,Census,331,EU,0.0,0.0,0.0,0.0
33131B,2019,Ireland,567650.0,USD,Census,331,EU,8.309995539566525e-05,0.0002600264440091139,6.382443684292865e-06,2.5795953051777345e-05
331410,2019,Ireland,112639.0,USD,Census,331,EU,3.748128256968129e-06,1.683347663537885e-05,1.2664706670572781e-06,5.11870052990249e-06
331420,2019,Ireland,217326.0,USD,Census,331,EU,6.160670520183662e-05,0.00026453459165421447,2.4435320287723616e-06,9.876035044359311e-06
331490,2019,Ireland,6874142.0,USD,Census,331,EU,0.0013229350792859165,0.0032426011440169025,7.729027427610732e-05,0.00031238446983748936
331510,2019,Ireland,53583.0,USD,Census,331,EU,3.579139361857694e-05,0.00019097561777794923,6.024671539425078e-07,2.4349943669045813e-06
331520,2019,Ireland,31721.0,USD,Census,331,EU,0.0002453399941609066,0.001471420665210538,3.5665902600097587e-07,1.441510484903425e-06
332119,2019,Ireland,25028.0,USD,Census,332,EU,3.27972309167419e-05,0.00012969918913909728,3.182394961653923e-07,1.4123485242819515e-06
33211A,2019,Ireland,79555.0,USD,Census,332,EU,0.0005651598432303214,0.003051204820316809,1.0115687676777124e-06,4.489347404876564e-06
332200,2019,Ireland,2921864.0,USD,Census,332,EU,0.0003057613084144493,0.0018459045389853344,3.715249029981612e-05,0.0001648829434454435
332310,2019,Ireland,802540.0,USD,Census,332,EU,0.00016468603554656617,0.0010189759324383024,1.0204567894061608e-05,4.528792491118896e-05
332320,2019,Ireland,1735876.0,USD,Census,332,EU,0.0008208910335694668,0.004692881214670164,2.2072251224452474e-05,9.795676470099316e-05
332410,2019,Ireland,60114.0,USD,Census,332,EU,2.6878227069540812e-05,7.032244976967748e-05,7.643698686465715e-07,3.392277416840548e-06
332420,2019,Ireland,1267216.0,USD,Census,332,EU,0.0008910355461725309,0.004411276187949128,1.6113080604631764e-05,7.15099347749112e-05
332430,2019,Ireland,1035707.0,USD,Census,332,EU,0.0007301403064351436,0.0031511125638590764,1.3169365265101884e-05,5.8445710925303144e-05
332500,2019,Ireland,2211218.0,USD,Census,332,EU,0.00025733897281546314,0.0020946181820398085,2.811638573724814e-05,0.00012478066482202687
332600,2019,Ireland,1695836.0,USD,Census,332,EU,0.00047767181002826526,0.0024199808706842118,2.156312906421345e-05,9.569727792968705e-05
332720,2019,Ireland,6707475.0,USD,Census,332,EU,0.0010777191986851612,0.005973996652055592,8.528781622750378e-05,0.00037850776801614524
332913,2019,Ireland,312798.0,USD,Census,332,EU,0.0002375474136524686,0.002065250065087485,3.977332504456703e-06,1.76514221551201e-05
33291A,2019,Ireland,20262487.0,USD,Census,332,EU,0.0011705327114222566,0.003853479728174131,0.0002576443844469319,0.0011434271061504006
332991,2019,Ireland,293500.0,USD,Census,332,EU,6.854473943518355e-05,0.0002389134975399016,3.731951898854988e-06,1.6562421762695893e-05
332999,2019,Ireland,9885810.0,USD,Census,332,EU,0.0008019003783204679,0.004614826951675392,0.00012570142215066312,0.0005578635594067348
33299A,2019,Ireland,5430.0,USD,Census,332,EU,2.1577207118250532e-06,3.32909493361945e-06,6.90442889634841e-08,3.0641891029451e-07
333111,2019,Ireland,14130099.0,USD,Census,333,EU,0.0015197375746211989,0.003878121985165524,7.276665798271883e-05,0.00021354566887523983
333112,2019,Ireland,148581.0,USD,Census,333,EU,8.349309071648972e-05,0.0016355016249949901,7.65156904401756e-07,2.2454781829307784e-06
333120,2019,Ireland,25521254.0,USD,Census,333,EU,0.0010557622731085978,0.003272061051311399,0.00013142840408323362,0.00038569816502806453
333130,2019,Ireland,7100673.0,USD,Census,333,EU,0.002870441479341768,0.006711289182733076,3.6566781565941335e-05,0.0001073112060467061
333242,2019,Ireland,22113251.0,USD,Census,333,EU,0.001447966261455532,0.005656453333942234,0.00011387799706166357,0.0003341936228331497
33329A,2019,Ireland,18323739.0,USD,Census,333,EU,0.0013254168925016623,0.002537114707476774,9.436290918963883e-05,0.00027692340308799803
333314,2019,Ireland,1142464.0,USD,Census,333,EU,0.00018740569668611442,0.0010186754832846184,5.8834185907380335e-06,1.726585489923899e-05
333316,2019,Ireland,2533179.0,USD,Census,333,EU,0.0015429642430263334,0.005188673559358691,1.3045270942688068e-05,3.8283482934954037e-05
333318,2019,Ireland,1014146.0,USD,Census,333,EU,0.00023900848909229086,0.0007253014386552921,5.222611329654688e-06,1.5326607825405112e-05
333413,2019,Ireland,1763266.0,USD,Census,333,EU,0.0005526879849941751,0.0018289465790333245,9.08040162737407e-06,2.6647924927841525e-05
333414,2019,Ireland,22681.0,USD,Census,333,EU,1.5179378956172489e-05,6.0388494272122965e-05,1.1680176973325141e-07,3.4277391232427417e-07
333415,2019,Ireland,22212163.0,USD,Census,333,EU,0.0018044192972903623,0.02340962743183163,0.00011438737039828256,0.0003356884622677345
333511,2019,Ireland,1112006.0,USD,Census,333,EU,0.00044341612564086975,0.0023887172248713544,5.726567115823551e-06,1.6805548571406324e-05
333514,2019,Ireland,11753256.0,USD,Census,333,EU,0.01356424843254807,0.08459726461030524,6.0526480354832485e-05,0.0001776248640566443
333517,2019,Ireland,1503750.0,USD,Census,333,EU,0.00018482946424539816,0.00047473665684410663,7.743955788385734e-06,2.2725905853252824e-05
33351B,2019,Ireland,1149488.0,USD,Census,333,EU,0.00030417506068384256,0.000644417660259566,5.9195905245419384e-06,1.737200735989618e-05
333611,2019,Ireland,3501101.0,USD,Census,333,EU,0.0007722536879440113,0.0016512399477513137,1.802983963735533e-05,5.291151568327802e-05
333612,2019,Ireland,772243.0,USD,Census,333,EU,0.00016293412519893897,0.00038388387429463366,3.976868262603733e-06,1.1670770882017303e-05
333613,2019,Ireland,1073364.0,USD,Census,333,EU,0.00041732881784270937,0.0011964463242154942,5.5275699822742235e-06,1.622155890957331e-05
333618,2019,Ireland,659050.0,USD,Census,333,EU,4.5214914825820184e-05,0.0001504344761436124,3.393951163647958e-06,9.960105238627613e-06
333912,2019,Ireland,6567575.0,USD,Census,333,EU,0.001007064962980842,0.0031664761466213037,3.382145332462672e-05,9.925459094542105e-05
333914,2019,Ireland,30469651.0,USD,Census,333,EU,0.005512274474850188,0.017127212117413262,0.0001569114748006937,0.00046048240732001383
333920,2019,Ireland,280167890.0,USD,Census,333,EU,0.028047929811494118,0.06154929505710622,0.0014427981735563207,0.0042341274089738945
333991,2019,Ireland,2383782.0,USD,Census,333,EU,0.000426318497116679,0.0029194355362627666,1.2275911831853513e-05,3.602567268939566e-05
333993,2019,Ireland,7732755.0,USD,Census,333,EU,0.002161324730525507,0.0030136740961480644,3.982185392679549e-05,0.00011686374870574899
333994,2019,Ireland,549075.0,USD,Census,333,EU,0.0005864687394618272,0.0010550489341524145,2.8276060013352593e-06,8.298072655943339e-06
33399A,2019,Ireland,168351312.0,USD,Census,333,EU,0.00933356830996571,0.02270656658070651,0.0008669693213930058,0.002544263386057252
33399B,2019,Ireland,14746935.0,USD,Census,333,EU,0.0022701797524412766,0.005992823653275553,7.594321706014841e-05,0.00022286780145239497
334111,2019,Ireland,58603840.0,USD,Census,334,EU,0.0007896694544297435,0.04454264577670465,0.0001487337083471239,0.001472337431901677
334112,2019,Ireland,22167138.0,USD,Census,334,EU,0.0030631055383022934,0.11242305747813774,5.625912292065583e-05,0.0005569175507190326
334118,2019,Ireland,16721785.0,USD,Census,334,EU,0.0007124439379372053,0.009177105703742217,4.2439080668319875e-05,0.00042011086617723314
334210,2019,Ireland,1056581.0,USD,Census,334,EU,0.000607549148977879,0.018390369539068585,2.681551418799732e-06,2.6545082304096553e-05
334220,2019,Ireland,56454110.0,USD,Census,334,EU,0.0005167398424456357,0.014160345347128952,0.00014327779769613135,0.0014183285487383555
334290,2019,Ireland,1481793.0,USD,Census,334,EU,0.0008612570615231909,0.008682323712049005,3.760718886216496e-06,3.7227923976140155e-05
334300,2019,Ireland,15510124.0,USD,Census,334,EU,0.0004912043297127355,0.013659463477085734,3.9363943718427435e-05,0.00038966962128482647
334413,2019,Ireland,864569503.0,USD,Census,334,EU,0.020679757245883612,0.2936870979198455,0.0021942355365283206,0.02172106881985087
334418,2019,Ireland,11954558.0,USD,Census,334,EU,0.0006772455421015116,0.026520443691026477,3.0340089369412936e-05,0.0003003411248348171
33441A,2019,Ireland,13487915.0,USD,Census,334,EU,0.0008451692822326986,0.005135642118543704,3.42316751909226e-05,0.0003388645203592138
334510,2019,Ireland,1683682072.0,USD,Census,334,EU,0.12703129464914006,0.29259862021898847,0.00427310357556995,0.042300097366100485
334511,2019,Ireland,2446449.0,USD,Census,334,EU,0.0003685926693274012,0.0010629856156473077,6.208969105985425e-06,6.146352249167334e-05
334512,2019,Ireland,99947.0,USD,Census,334,EU,6.460137475670841e-05,0.0009005821368266721,2.5366064660899337e-07,2.5110250336202698e-06
334513,2019,Ireland,10978895.0,USD,Census,334,EU,0.0013640739850047355,0.004177314166764626,2.7863903916598243e-05,0.0002758289912302361
334514,2019,Ireland,297989.0,USD,Census,334,EU,0.00012222375438224992,0.0010650558215467838,7.562816535000283e-07,7.48654625695089e-06
334515,2019,Ireland,44841478.0,USD,Census,334,EU,0.005881866778797167,0.017720134805884483,0.00011380549995880768,0.0011265778242721901
334516,2019,Ireland,111418035.0,USD,Census,334,EU,0.015635567240554486,0.033284877022757384,0.00028277357801638324,0.002799218336536158
334517,2019,Ireland,1049554.0,USD,Census,334,EU,0.00024300720699278107,0.0003745502329227146,2.663717233044068e-06,2.6368539007036614e-05
33451A,2019,Ireland,29114535.0,USD,Census,334,EU,0.003955882638938104,0.006054164054198049,7.389128011666352e-05,0.0007314609365685165
334610,2019,Ireland,109723491.0,USD,Census,334,EU,0.009938669864361241,0.20581261032415718,0.0002784729073934792,0.0027566453488069515
335110,2019,Ireland,56324.0,USD,Census,335,EU,5.723947662679468e-05,0.00014671523426116324,4.4044552270818954e-07,3.215957965199853e-06
335120,2019,Ireland,2454829.0,USD,Census,335,EU,0.00018033497014958503,0.003533921158980466,1.9196407252045703e-05,0.0001401645280121012
335210,2019,Ireland,3734044.0,USD,Census,335,EU,0.0002649775908015805,0.00439036790921272,2.9199683285906167e-05,0.00021320446957259285
335220,2019,Ireland,17366128.0,USD,Census,335,EU,0.0009624999058242685,0.012376999097084401,0.00013580060585855632,0.000991561992512609
335311,2019,Ireland,684654.0,USD,Census,335,EU,0.00024790314065316083,0.0011190226349146542,5.353895122936098e-06,3.909201201452205e-05
335312,2019,Ireland,10758583.0,USD,Census,335,EU,0.0007780961027536281,0.0035765531311230964,8.413056091602944e-05,0.0006142878824855076
335313,2019,Ireland,39715815.0,USD,Census,335,EU,0.0029165463159170095,0.016239375339908983,0.00031057192133827064,0.00226767260126507
335314,2019,Ireland,6793645.0,USD,Census,335,EU,0.0010292812359250622,0.003913008264805523,5.312531999003761e-05,0.000387899949408603
335911,2019,Ireland,3176173.0,USD,Census,335,EU,0.0003917812637642948,0.004004453890271897,2.483721286124278e-05,0.0001813514462432127
335912,2019,Ireland,68229.0,USD,Census,335,EU,7.304100839237107e-05,0.00048533049819724427,5.335408985309471e-07,3.895703359271727e-06
335920,2019,Ireland,2382522.0,USD,Census,335,EU,0.00025130684698329944,0.0025730913990528632,1.8630976984123308e-05,0.00013603598116546914
335930,2019,Ireland,34940871.0,USD,Census,335,EU,0.00531786135059158,0.022841879777661455,0.0002732325508038211,0.0019950353739697207
335991,2019,Ireland,29650.0,USD,Census,335,EU,1.7947821142806186e-05,4.6616638361195836e-05,2.3185870585004296e-07,1.6929400196750166e-06
335999,2019,Ireland,10556518.0,USD,Census,335,EU,0.00059987639471502,0.0044833279111340715,8.25504418806976e-05,0.0006027504819770545
336111,2019,Ireland,32991.0,USD,Census,3361MV,EU,1.873312134896155e-07,7.664016332062989e-07,9.653333302716857e-08,5.529903869887654e-07
336112,2019,Ireland,5058.0,USD,Census,3361MV,EU,2.0002200715044887e-07,8.2547033804125e-06,1.4799963579504066e-08,8.47814669876383e-08
336120,2019,Ireland,341314.0,USD,Census,3361MV,EU,2.2148364329543763e-05,0.0005809327223658227,9.987020105130192e-07,5.721056074222772e-06
336211,2019,Ireland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336212,2019,Ireland,66254.0,USD,Census,3361MV,EU,2.6527805014683266e-05,0.0012855336178178444,1.9386255179843068e-07,1.1105399987740192e-06
336213,2019,Ireland,0.0,USD,Census,3361MV,EU,0.0,0.0,0.0,0.0
336214,2019,Ireland,18292.0,USD,Census,3361MV,EU,2.383481984084884e-05,0.0002972489248004908,5.3523316290290305e-08,3.066078675638355e-07
336310,2019,Ireland,388913.0,USD,Census,3361MV,EU,2.144047645195875e-05,0.00010097454053244531,1.1379790896788582e-06,6.518903651752348e-06
336320,2019,Ireland,1461808.0,USD,Census,3361MV,EU,6.624000667528858e-05,0.0009503315385187193,4.277324072801044e-06,2.4502615004797465e-05
336350,2019,Ireland,2446.0,USD,Census,3361MV,EU,2.501003835301958e-07,1.9770916236482393e-06,7.1571195957823145e-09,4.099949945665546e-08
336360,2019,Ireland,2308387.0,USD,Census,3361MV,EU,0.00030008944594345563,0.0020542226238805957,6.75445700423105e-06,3.8692850184893916e-05
336370,2019,Ireland,10432.0,USD,Census,3361MV,EU,1.5291703559379565e-05,0.00011817596396503106,3.052455912641092e-08,1.7485968043002033e-07
336390,2019,Ireland,48270285.0,USD,Census,3361MV,EU,0.001244073148927201,0.012545450176439954,0.0001412412929957061,0.0008090995599468946
3363A0,2019,Ireland,177894.0,USD,Census,3361MV,EU,7.585291496707019e-06,5.667673781060053e-05,5.205268329403512e-07,2.981833588038539e-06
336411,2019,Ireland,21758432.0,USD,Census,3364OT,EU,0.001510829365926255,0.002844225207664906,0.00028745324109309857,0.0005668975590699466
336412,2019,Ireland,17403990.0,USD,Census,3364OT,EU,0.000600184884790848,0.0009365479074480194,0.0002299261883141155,0.0004534462524265425
336413,2019,Ireland,6493719.0,USD,Census,3364OT,EU,0.00031632796932576504,0.0006967679256843439,8.578929645747612e-05,0.00016918836110920744
336414,2019,Ireland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
33641A,2019,Ireland,4309951.0,USD,Census,3364OT,EU,0.006988623805050113,0.008322097922864157,5.693927686987929e-05,0.00011229213123496562
336500,2019,Ireland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336611,2019,Ireland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336612,2019,Ireland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336991,2019,Ireland,39712.0,USD,Census,3364OT,EU,7.724480207133151e-06,4.771905139327536e-05,5.246399699339149e-07,1.0346626018724933e-06
336992,2019,Ireland,0.0,USD,Census,3364OT,EU,0.0,0.0,0.0,0.0
336999,2019,Ireland,95311.0,USD,Census,3364OT,EU,4.6866149034801395e-05,0.0033636222023133828,1.2591649923038718e-06,2.4832475636349017e-06
337110,2019,Ireland,48471.0,USD,Census,337,EU,3.292273594438602e-05,0.00027779605546794775,1.0533078241433158e-06,1.1377984885704218e-05
337121,2019,Ireland,20178.0,USD,Census,337,EU,3.3202267161574744e-06,6.945920914483879e-05,4.384816751369649e-07,4.73654306747828e-06
337122,2019,Ireland,778763.0,USD,Census,337,EU,0.00013343084884675745,0.0013204465642330126,1.692305009290753e-05,0.00018280525764984574
337127,2019,Ireland,4807753.0,USD,Census,337,EU,0.00033809794716150226,0.0031293599938344275,0.00010447574532088256,0.0011285622530626375
